CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn,ticket_text,ticket_sentiment
0779-XXXXX,Female,0,Yes,No,48,94.66,4543.68,Month-to-month,Mailed check,No,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,0,4,10,Small (10-50),Consulting,No,The notifications feature could be improved. the analytics don't match our internal numbers,0.0
0780-XXXXX,Male,0,Yes,Yes,1,96.81,96.81,Two year,Bank transfer (automatic),Yes,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,1,24,5,Medium (51-250),Healthcare,No,Extremely poor experience. the mobile app keeps crashing I want a refund.,-0.4
0781-XXXXX,Female,1,Yes,No,46,102.07,4695.22,Month-to-month,Mailed check,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,0,7,6,Medium (51-250),Technology,No,We would like to upgrade our plan. performance has been very slow lately,-0.34500000000000003
0782-XXXXX,Male,0,No,No,61,43.83,2673.63,One year,Electronic check,Yes,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,0,1,6,Small (10-50),Consulting,No,Great product! our API integration is failing We love using it.,0.75
0783-XXXXX,Female,0,Yes,No,6,51.45,308.7,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,1,15,7,Medium (51-250),Finance,Yes,Could you clarify the billing for our API integration is failing?,0.0
0784-XXXXX,Female,0,No,No,24,30.15,723.6,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,1,20,7,Large (251-1000),Real Estate,Yes,The pricing is too high for what we get. billing charged us twice this month,0.16
0785-XXXXX,Male,0,No,Yes,31,56.48,1750.88,One year,Mailed check,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0,11,6,Large (251-1000),Real Estate,No,I noticed email notifications are not working. Is this expected behavior?,-0.1
0786-XXXXX,Female,0,No,Yes,18,21.85,393.3,One year,Mailed check,No,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,1,0,9,Small (10-50),Media,Yes,The pricing is too high for what we get. our API integration is failing,0.16
0787-XXXXX,Male,1,No,No,32,93.77,3000.64,One year,Credit card (automatic),No,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,0,1,8,Small (10-50),Other,Yes,We are considering switching to a competitor because we can't add new team members,0.13636363636363635
0788-XXXXX,Female,0,Yes,No,65,98.91,6429.15,One year,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,0,2,7,Micro (<10),Healthcare,No,I have a question about the analytics don't match our internal numbers. Can someone help?,0.0
0789-XXXXX,Female,0,No,Yes,65,39.72,2581.8,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,1,3,5,Enterprise (1000+),Retail,No,Our team is very satisfied with the service. the analytics don't match our internal numbers,0.325
0790-XXXXX,Male,0,No,No,43,67.48,2901.64,Two year,Credit card (automatic),Yes,Yes,No,DSL,No,No internet service,No,No,No,No,1,4,9,Small (10-50),Healthcare,No,Could you clarify the billing for the dashboard keeps showing wrong data?,-0.5
0791-XXXXX,Male,0,No,Yes,64,85.79,5490.56,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,2,1,4,Medium (51-250),Manufacturing,No,The dashboard feature could be improved. we can't add new team members,0.13636363636363635
0792-XXXXX,Male,0,Yes,Yes,59,92.88,5479.92,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,1,5,3,Micro (<10),Retail,Yes,Extremely poor experience. performance has been very slow lately I want a refund.,-0.36333333333333334
0793-XXXXX,Male,0,No,No,4,115.68,462.72,One year,Bank transfer (automatic),No,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,2,15,7,Micro (<10),Education,No,We need assistance with the data export feature is missing. Please advise.,-0.2
0794-XXXXX,Male,0,Yes,No,28,38.42,1075.76,Month-to-month,Bank transfer (automatic),No,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,1,10,6,Small (10-50),Consulting,No,I would recommend this to other teams. our API integration is failing,-0.125
0795-XXXXX,Male,0,No,No,61,43.05,2626.05,Two year,Credit card (automatic),Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,1,15,7,Large (251-1000),Consulting,No,Great product! email notifications are not working We love using it.,0.75
0796-XXXXX,Male,0,Yes,Yes,32,104.06,3329.92,Two year,Electronic check,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,1,1,7,Medium (51-250),Healthcare,No,I have a question about we need SSO integration for security. Can someone help?,0.0
0797-XXXXX,Male,1,Yes,No,44,28.02,1232.88,Two year,Electronic check,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,1,12,8,Medium (51-250),Finance,No,We need assistance with the data export feature is missing. Please advise.,-0.2
0798-XXXXX,Female,0,No,Yes,30,97.23,2916.9,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,2,15,8,Small (10-50),Real Estate,No,I need to add more users to our account. the data export feature is missing,0.15
0799-XXXXX,Female,0,No,No,1,31.65,31.65,One year,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,0,24,7,Micro (<10),Other,No,I have a question about login issues affecting the whole team. Can someone help?,0.2
0800-XXXXX,Female,0,No,No,41,64.93,2662.13,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,4,2,7,Small (10-50),Other,No,I need to add more users to our account. performance has been very slow lately,-0.06333333333333335
0801-XXXXX,Male,0,No,No,27,77.77,2099.79,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,0,15,5,Medium (51-250),Finance,Yes,Customer support was very helpful with the mobile app keeps crashing. Thank you!,0.25
0802-XXXXX,Female,0,No,No,56,95.42,5343.52,One year,Credit card (automatic),Yes,No,No phone service,No,No,No internet service,No,No,No,No,2,14,8,Small (10-50),Other,Yes,I am very frustrated with the service. email notifications are not working,-0.9099999999999999
0803-XXXXX,Female,0,Yes,No,64,29.76,1904.64,One year,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,1,24,5,Small (10-50),Real Estate,No,We would like to upgrade our plan. the data export feature is missing,-0.2
0804-XXXXX,Male,0,No,Yes,7,101.07,707.49,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,1,24,8,Small (10-50),Healthcare,Yes,We are considering switching to a competitor because the reports are not loading properly,0.0
0805-XXXXX,Male,0,Yes,Yes,26,103.73,2696.98,Two year,Mailed check,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,No,4,22,9,Large (251-1000),Healthcare,Yes,We are considering switching to a competitor because we can't add new team members,0.13636363636363635
0806-XXXXX,Female,0,Yes,No,28,98.0,2744.0,Two year,Electronic check,No,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,1,5,8,Small (10-50),Finance,No,We would like to upgrade our plan. we can't add new team members,0.13636363636363635
0807-XXXXX,Male,0,No,Yes,49,112.45,5510.05,Month-to-month,Electronic check,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0,7,4,Small (10-50),Retail,No,Could you clarify the billing for we can't add new team members?,0.13636363636363635
0808-XXXXX,Female,0,Yes,Yes,28,105.91,2965.48,Month-to-month,Electronic check,No,No,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,2,8,7,Small (10-50),Retail,Yes,Extremely poor experience. we need SSO integration for security I want a refund.,-0.4
0809-XXXXX,Female,0,No,Yes,41,95.43,3912.63,Two year,Credit card (automatic),No,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,0,11,7,Small (10-50),Finance,No,Great product! the reports are not loading properly We love using it.,0.75
0810-XXXXX,Male,0,Yes,No,66,76.47,5047.02,Month-to-month,Mailed check,No,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,0,4,9,Enterprise (1000+),Consulting,No,The API feature is broken. we can't add new team members Fix it or I'm leaving.,-0.13181818181818183
0811-XXXXX,Male,0,Yes,No,43,99.52,4279.36,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2,6,10,Small (10-50),Media,No,The new security update is fantastic. the analytics don't match our internal numbers,0.1787878787878788
0812-XXXXX,Female,0,Yes,No,7,116.27,813.89,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,1,7,8,Small (10-50),Technology,No,Could you clarify the billing for we can't add new team members?,0.13636363636363635
0813-XXXXX,Female,0,No,No,35,82.3,2880.5,Two year,Electronic check,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,0,4,7,Medium (51-250),Healthcare,No,I would recommend this to other teams. our API integration is failing,-0.125
0814-XXXXX,Male,0,No,No,64,42.63,2728.32,One year,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,4,12,4,Enterprise (1000+),Media,Yes,I have submitted multiple tickets about billing charged us twice this month with no resolution.,0.0
0815-XXXXX,Female,1,Yes,Yes,35,43.16,1510.6,One year,Electronic check,No,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,2,1,7,Medium (51-250),Other,No,I noticed performance has been very slow lately. Is this expected behavior?,-0.26333333333333336
0816-XXXXX,Female,0,Yes,No,71,98.25,6975.75,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,3,9,Large (251-1000),Retail,No,I would recommend this to other teams. login issues affecting the whole team,0.037500000000000006
0817-XXXXX,Female,0,Yes,No,65,117.69,7649.85,One year,Mailed check,No,Yes,No,DSL,Yes,No,No,No,No,No,0,6,4,Small (10-50),Healthcare,No,I noticed we can't add new team members. Is this expected behavior?,0.018181818181818174
0818-XXXXX,Female,0,Yes,No,19,39.39,748.41,One year,Electronic check,No,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,2,2,6,Large (251-1000),Technology,No,Your customer support is terrible. we need SSO integration for security No one is helping me.,-1.0
0819-XXXXX,Male,0,No,No,30,115.74,3472.2,Month-to-month,Electronic check,No,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,1,11,5,Medium (51-250),Education,No,I am very frustrated with the service. billing charged us twice this month,-0.9099999999999999
0820-XXXXX,Male,0,No,No,13,45.21,587.73,Month-to-month,Credit card (automatic),Yes,Yes,No,No,No,No,Yes,No internet service,No,Yes,2,10,7,Medium (51-250),Finance,No,I need to add more users to our account. billing charged us twice this month,0.5
0821-XXXXX,Female,0,Yes,Yes,13,59.74,776.62,Month-to-month,Credit card (automatic),Yes,Yes,No,No,No,Yes,No,No,No,Yes,1,9,8,Small (10-50),Other,Yes,I noticed billing charged us twice this month. Is this expected behavior?,-0.1
0822-XXXXX,Male,0,Yes,No,26,109.52,2847.52,Month-to-month,Credit card (automatic),No,Yes,Yes,DSL,No,No,No,No internet service,No,No,1,7,8,Medium (51-250),Real Estate,Yes,We would like to upgrade our plan. email notifications are not working,0.0
0823-XXXXX,Female,0,No,No,30,114.91,3447.3,Month-to-month,Bank transfer (automatic),Yes,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,2,8,9,Micro (<10),Retail,No,I noticed email notifications are not working. Is this expected behavior?,-0.1
0824-XXXXX,Female,0,Yes,Yes,25,75.23,1880.75,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,3,14,5,Enterprise (1000+),Manufacturing,Yes,The pricing is too high for what we get. the reports are not loading properly,0.08
0825-XXXXX,Male,0,Yes,Yes,53,113.73,6027.69,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,2,2,8,Small (10-50),Retail,Yes,I've been experiencing email notifications are not working for weeks. Very disappointing.,-0.78
0826-XXXXX,Female,0,No,No,11,102.91,1132.01,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,3,13,8,Small (10-50),Education,No,Extremely poor experience. we can't add new team members I want a refund.,-0.13181818181818183
0827-XXXXX,Male,0,Yes,No,34,105.32,3580.88,Month-to-month,Mailed check,Yes,No,No phone service,DSL,No,No,Yes,No,No,No,1,3,5,Large (251-1000),Finance,No,I would recommend this to other teams. the data export feature is missing,-0.1625
0828-XXXXX,Female,0,Yes,No,64,105.51,6752.64,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,1,0,7,Large (251-1000),Healthcare,No,I noticed billing charged us twice this month. Is this expected behavior?,-0.1
0829-XXXXX,Male,0,Yes,Yes,53,57.07,3024.71,One year,Mailed check,No,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,1,12,8,Medium (51-250),Manufacturing,No,Customer support was very helpful with the dashboard keeps showing wrong data. Thank you!,-0.2125
0830-XXXXX,Female,0,No,No,14,21.33,298.62,Two year,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,2,17,6,Enterprise (1000+),Other,No,I have submitted multiple tickets about login issues affecting the whole team with no resolution.,0.1
0831-XXXXX,Female,0,Yes,Yes,17,34.8,591.6,One year,Credit card (automatic),Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,1,3,7,Micro (<10),Finance,No,Thank you for the quick response on the analytics don't match our internal numbers. Much appreciated.,0.17777777777777778
0832-XXXXX,Male,0,No,No,67,25.73,1723.91,Month-to-month,Credit card (automatic),No,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,0,1,6,Micro (<10),Retail,No,I have a question about the dashboard keeps showing wrong data. Can someone help?,-0.5
0833-XXXXX,Female,0,Yes,Yes,42,42.61,1789.62,One year,Credit card (automatic),Yes,No,No phone service,Fiber optic,Yes,No,No,No,No,No,2,4,6,Medium (51-250),Real Estate,No,Great product! email notifications are not working We love using it.,0.75
0834-XXXXX,Female,0,Yes,Yes,64,23.81,1523.84,One year,Credit card (automatic),Yes,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,2,24,5,Small (10-50),Manufacturing,No,I have a question about performance has been very slow lately. Can someone help?,-0.34500000000000003
0835-XXXXX,Female,1,No,No,63,46.08,2903.04,Month-to-month,Mailed check,Yes,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,0,0,10,Small (10-50),Retail,No,Could you clarify the billing for email notifications are not working?,0.0
0836-XXXXX,Female,1,Yes,Yes,32,77.44,2478.08,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,2,15,8,Large (251-1000),Retail,Yes,I am very frustrated with the service. the mobile app keeps crashing,-0.9099999999999999
0837-XXXXX,Female,0,Yes,No,38,32.43,1232.34,Month-to-month,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,3,3,5,Small (10-50),Other,Yes,I am very frustrated with the service. the reports are not loading properly,-0.45499999999999996
0838-XXXXX,Male,0,Yes,Yes,26,49.98,1299.48,Month-to-month,Mailed check,Yes,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,0,6,5,Small (10-50),Finance,No,We need assistance with the dashboard keeps showing wrong data. Please advise.,-0.5
0839-XXXXX,Female,0,No,No,46,40.78,1875.88,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,3,Small (10-50),Technology,No,Your customer support is terrible. the reports are not loading properly No one is helping me.,-0.5
0840-XXXXX,Male,0,Yes,Yes,47,27.81,1307.07,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,1,12,7,Large (251-1000),Other,No,Please help me configure API. we need SSO integration for security,0.0
0841-XXXXX,Female,0,No,No,49,86.2,4223.8,Month-to-month,Mailed check,Yes,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,1,2,5,Enterprise (1000+),Retail,No,The integration with billing works perfectly. the analytics don't match our internal numbers,0.5
0842-XXXXX,Female,0,Yes,Yes,62,108.0,6696.0,Month-to-month,Mailed check,No,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,2,19,10,Enterprise (1000+),Retail,Yes,We are considering switching to a competitor because email notifications are not working,0.0
0843-XXXXX,Male,0,Yes,No,53,90.21,4781.13,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,3,1,6,Medium (51-250),Finance,Yes,We are considering switching to a competitor because the reports are not loading properly,0.0
0844-XXXXX,Male,0,Yes,Yes,7,87.01,609.07,Two year,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,1,16,7,Small (10-50),Real Estate,No,Extremely poor experience. we need SSO integration for security I want a refund.,-0.4
0845-XXXXX,Female,0,Yes,No,25,117.04,2926.0,Month-to-month,Electronic check,No,No,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,2,10,4,Small (10-50),Manufacturing,Yes,Could you clarify the billing for the reports are not loading properly?,0.0
0846-XXXXX,Male,0,No,No,41,91.74,3761.34,One year,Credit card (automatic),Yes,Yes,No phone service,No,No,No internet service,Yes,No,No,No,2,7,6,Small (10-50),Education,No,Could you clarify the billing for login issues affecting the whole team?,0.2
0847-XXXXX,Female,0,Yes,Yes,45,22.98,1034.1,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,3,3,5,Small (10-50),Consulting,Yes,I've been experiencing the data export feature is missing for weeks. Very disappointing.,-0.49
0848-XXXXX,Male,1,No,Yes,63,40.18,2531.34,One year,Bank transfer (automatic),Yes,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,0,8,3,Medium (51-250),Manufacturing,No,We are considering switching to a competitor because the reports are not loading properly,0.0
0849-XXXXX,Female,0,Yes,Yes,30,82.31,2469.3,One year,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,0,6,4,Enterprise (1000+),Other,No,The integration with security works perfectly. we need SSO integration for security,1.0
0850-XXXXX,Male,0,No,Yes,59,82.47,4865.73,One year,Credit card (automatic),Yes,Yes,No,DSL,No,No internet service,No,No,No,No internet service,3,8,7,Large (251-1000),Education,No,I have submitted multiple tickets about the mobile app keeps crashing with no resolution.,0.0
0851-XXXXX,Male,0,Yes,No,28,101.93,2854.04,One year,Electronic check,Yes,No,No phone service,DSL,No,No,No,No,Yes,No,0,1,8,Medium (51-250),Technology,No,We've been using this for the reports are not loading properly and it's been excellent.,0.5
0852-XXXXX,Female,0,No,No,10,34.21,342.1,One year,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,3,13,9,Large (251-1000),Finance,No,We've been using this for the mobile app keeps crashing and it's been excellent.,1.0
0853-XXXXX,Female,0,Yes,No,34,116.86,3973.24,One year,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1,1,6,Large (251-1000),Technology,No,I have a question about the analytics don't match our internal numbers. Can someone help?,0.0
0854-XXXXX,Male,0,No,No,10,70.14,701.4,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,1,10,7,Large (251-1000),Education,No,We've been using this for the analytics don't match our internal numbers and it's been excellent.,0.5
0855-XXXXX,Male,1,No,Yes,29,110.75,3211.75,Month-to-month,Mailed check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,1,5,7,Small (10-50),Retail,No,We've been using this for email notifications are not working and it's been excellent.,1.0
0856-XXXXX,Female,0,No,Yes,17,71.45,1214.65,Two year,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,2,4,7,Small (10-50),Consulting,No,The new security update is fantastic. the analytics don't match our internal numbers,0.1787878787878788
0857-XXXXX,Female,0,Yes,Yes,1,37.03,37.03,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,2,6,6,Medium (51-250),Retail,Yes,I've been experiencing we can't add new team members for weeks. Very disappointing.,-0.32181818181818184
0858-XXXXX,Male,0,No,Yes,48,53.53,2569.44,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,2,13,5,Medium (51-250),Retail,No,We've been using this for our API integration is failing and it's been excellent.,1.0
0859-XXXXX,Female,1,Yes,No,54,40.48,2185.92,Two year,Mailed check,No,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,2,6,7,Small (10-50),Technology,No,Customer support was very helpful with the mobile app keeps crashing. Thank you!,0.25
0860-XXXXX,Female,0,Yes,Yes,9,44.8,403.2,Two year,Mailed check,No,Yes,Yes,No,No,No,Yes,No,No internet service,No,1,20,8,Micro (<10),Real Estate,No,We would like to upgrade our plan. our API integration is failing,0.0
0861-XXXXX,Female,1,No,Yes,42,107.73,4524.66,Month-to-month,Mailed check,Yes,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,0,4,9,Medium (51-250),Retail,No,I have a question about the data export feature is missing. Can someone help?,-0.2
0862-XXXXX,Female,0,No,Yes,36,56.18,2022.48,Month-to-month,Electronic check,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,2,14,6,Small (10-50),Education,Yes,The pricing is too high for what we get. the dashboard keeps showing wrong data,-0.16999999999999998
0863-XXXXX,Female,0,Yes,No,10,36.61,366.1,Month-to-month,Mailed check,Yes,Yes,No,No,No,No internet service,No,No,No,No,1,7,5,Small (10-50),Finance,No,I need to add more users to our account. our API integration is failing,0.5
0864-XXXXX,Male,0,No,Yes,44,54.89,2415.16,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,3,13,10,Medium (51-250),Education,No,We need assistance with the reports are not loading properly. Please advise.,0.0
0865-XXXXX,Female,0,No,No,19,80.28,1525.32,Two year,Bank transfer (automatic),No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,0,3,6,Enterprise (1000+),Real Estate,No,Please help me configure search. billing charged us twice this month,0.0
0866-XXXXX,Female,0,Yes,No,60,38.44,2306.4,Month-to-month,Mailed check,No,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,3,1,6,Small (10-50),Technology,Yes,I regret signing up. the dashboard keeps showing wrong data The platform keeps crashing.,-0.5
0867-XXXXX,Female,1,Yes,No,44,23.37,1028.28,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,No,No,No,No,No,Yes,1,3,5,Small (10-50),Retail,Yes,Extremely poor experience. the data export feature is missing I want a refund.,-0.30000000000000004
0868-XXXXX,Male,0,No,No,8,105.9,847.2,Two year,Electronic check,Yes,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,1,4,8,Medium (51-250),Healthcare,Yes,Extremely poor experience. the reports are not loading properly I want a refund.,-0.2
0869-XXXXX,Male,0,Yes,No,37,42.29,1564.73,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,2,2,8,Small (10-50),Retail,No,We've been using this for performance has been very slow lately and it's been excellent.,0.10333333333333332
0870-XXXXX,Female,1,Yes,No,8,112.35,898.8,Two year,Mailed check,Yes,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,2,7,10,Medium (51-250),Retail,No,We would like to upgrade our plan. the dashboard keeps showing wrong data,-0.5
0871-XXXXX,Male,1,Yes,No,52,22.99,1195.48,Month-to-month,Electronic check,No,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,2,7,5,Micro (<10),Media,Yes,We would like to upgrade our plan. our API integration is failing,0.0
0872-XXXXX,Female,1,No,No,21,83.66,1756.86,Month-to-month,Electronic check,Yes,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No internet service,1,10,7,Enterprise (1000+),Healthcare,Yes,Your customer support is terrible. the data export feature is missing No one is helping me.,-0.6
0873-XXXXX,Male,1,Yes,No,35,85.11,2978.85,Two year,Bank transfer (automatic),No,Yes,Yes,DSL,No,No,No,No,No internet service,No,1,12,7,Micro (<10),Education,No,Please help me configure billing. email notifications are not working,0.0
0874-XXXXX,Female,0,Yes,Yes,50,33.93,1696.5,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No internet service,No,No internet service,No,No,No,1,20,3,Medium (51-250),Other,No,Our team is very satisfied with the service. the mobile app keeps crashing,0.65
0875-XXXXX,Female,1,Yes,No,61,85.11,5191.71,One year,Electronic check,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,0,2,3,Micro (<10),Real Estate,No,Great product! performance has been very slow lately We love using it.,0.36999999999999994
0876-XXXXX,Male,0,Yes,No,37,57.21,2116.77,Month-to-month,Mailed check,Yes,Yes,No,DSL,No,Yes,No,No internet service,No,No,2,4,7,Medium (51-250),Media,No,I have a question about the dashboard keeps showing wrong data. Can someone help?,-0.5
0877-XXXXX,Male,0,No,No,5,56.62,283.1,One year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,No,No,No,No internet service,2,15,7,Large (251-1000),Manufacturing,No,We need assistance with billing charged us twice this month. Please advise.,0.0
0878-XXXXX,Female,0,No,No,18,106.44,1915.92,Month-to-month,Credit card (automatic),Yes,Yes,No,No,No,Yes,No,No,No,Yes,1,2,8,Small (10-50),Retail,Yes,I need to add more users to our account. the reports are not loading properly,0.25
0879-XXXXX,Female,0,No,No,44,113.97,5014.68,Two year,Electronic check,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,0,7,6,Medium (51-250),Healthcare,No,I would recommend this to other teams. performance has been very slow lately,-0.2716666666666667
0880-XXXXX,Male,0,No,No,3,35.35,106.05,Two year,Credit card (automatic),Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,12,7,Micro (<10),Manufacturing,No,Extremely poor experience. the data export feature is missing I want a refund.,-0.30000000000000004
0881-XXXXX,Female,1,Yes,No,27,87.0,2349.0,Month-to-month,Credit card (automatic),No,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,2,18,9,Large (251-1000),Consulting,Yes,The integration feature is broken. login issues affecting the whole team Fix it or I'm leaving.,-0.1
0882-XXXXX,Female,0,No,No,23,33.8,777.4,Month-to-month,Electronic check,Yes,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,4,8,6,Large (251-1000),Consulting,No,I need to add more users to our account. performance has been very slow lately,-0.06333333333333335
0883-XXXXX,Male,0,No,No,22,21.77,478.94,One year,Electronic check,No,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,2,2,8,Small (10-50),Healthcare,Yes,Extremely poor experience. the analytics don't match our internal numbers I want a refund.,-0.2
0884-XXXXX,Male,0,No,Yes,69,33.28,2296.32,Two year,Bank transfer (automatic),Yes,Yes,Yes,No,No,No,No,No,Yes,No,1,0,7,Enterprise (1000+),Education,No,I need to add more users to our account. email notifications are not working,0.5
0885-XXXXX,Male,0,No,Yes,68,82.03,5578.04,Month-to-month,Electronic check,No,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,1,5,7,Large (251-1000),Finance,No,I have a question about email notifications are not working. Can someone help?,0.0
0886-XXXXX,Male,0,Yes,No,65,91.26,5931.9,Two year,Electronic check,No,Yes,Yes,No,No,No internet service,No,No,No,No,0,6,7,Medium (51-250),Education,No,We would like to upgrade our plan. the analytics don't match our internal numbers,0.0
