CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn
1487-XXXXX,Male,0,No,No,10,35.1,351.0,One year,Credit card (automatic),No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,3,5,7,Small (10-50),Consulting,Yes
1488-XXXXX,Female,0,No,No,2,33.06,66.12,Two year,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,3,0,7,Enterprise (1000+),Consulting,No
1489-XXXXX,Male,0,Yes,Yes,2,80.84,161.68,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,1,11,6,Large (251-1000),Real Estate,No
1490-XXXXX,Male,1,No,No,57,59.11,3369.27,Two year,Electronic check,No,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,0,2,3,Small (10-50),Manufacturing,No
1491-XXXXX,Female,0,Yes,No,25,24.94,623.5,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,1,1,5,Small (10-50),Retail,Yes
1492-XXXXX,Female,0,No,Yes,30,26.52,795.6,One year,Bank transfer (automatic),Yes,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,1,0,6,Small (10-50),Technology,No
1493-XXXXX,Female,0,Yes,Yes,60,113.76,6825.6,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,1,2,6,Small (10-50),Consulting,No
1494-XXXXX,Male,1,Yes,Yes,19,33.8,642.2,Two year,Electronic check,Yes,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,0,7,8,Enterprise (1000+),Education,No
1495-XXXXX,Female,0,Yes,Yes,40,43.76,1750.4,Two year,Mailed check,Yes,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,1,3,6,Large (251-1000),Technology,No
1496-XXXXX,Female,0,No,Yes,21,75.97,1595.37,Month-to-month,Electronic check,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,2,14,8,Medium (51-250),Retail,Yes
1497-XXXXX,Female,0,Yes,No,4,37.05,148.2,One year,Bank transfer (automatic),No,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,1,10,4,Small (10-50),Education,No
1498-XXXXX,Male,0,No,No,72,38.1,2743.2,Two year,Electronic check,No,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,0,12,8,Micro (<10),Manufacturing,No
1499-XXXXX,Female,0,No,No,27,25.55,689.85,One year,Mailed check,No,Yes,No,Fiber optic,No,No internet service,No,No,No,No,2,2,7,Small (10-50),Retail,No
1500-XXXXX,Female,1,Yes,Yes,61,116.82,7126.02,Two year,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,1,0,4,Enterprise (1000+),Technology,No
1501-XXXXX,Female,0,Yes,No,31,79.16,2453.96,One year,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,1,9,6,Small (10-50),Media,No
1502-XXXXX,Male,0,Yes,No,63,71.49,4503.87,Month-to-month,Bank transfer (automatic),Yes,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,2,11,6,Small (10-50),Technology,Yes
1503-XXXXX,Male,0,No,Yes,12,107.56,1290.72,Two year,Credit card (automatic),No,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,3,12,7,Enterprise (1000+),Retail,No
1504-XXXXX,Female,0,No,No,39,77.99,3041.61,One year,Mailed check,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,3,9,5,Small (10-50),Retail,No
1505-XXXXX,Female,0,Yes,No,27,44.69,1206.63,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,0,8,10,Large (251-1000),Media,No
1506-XXXXX,Female,0,No,Yes,72,65.71,4731.12,Month-to-month,Electronic check,No,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,2,2,4,Small (10-50),Finance,No
1507-XXXXX,Male,0,No,No,24,66.25,1590.0,Month-to-month,Mailed check,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,2,5,5,Small (10-50),Manufacturing,No
1508-XXXXX,Male,0,No,No,56,58.26,3262.56,One year,Credit card (automatic),Yes,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,2,5,4,Medium (51-250),Healthcare,No
1509-XXXXX,Female,0,Yes,No,36,93.99,3383.64,Two year,Electronic check,Yes,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,2,7,9,Small (10-50),Finance,No
1510-XXXXX,Male,0,Yes,No,29,29.27,848.83,Two year,Credit card (automatic),Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,1,7,5,Small (10-50),Other,No
1511-XXXXX,Male,0,Yes,No,50,34.25,1712.5,Month-to-month,Mailed check,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,2,2,10,Medium (51-250),Education,Yes
1512-XXXXX,Female,0,No,No,47,55.66,2616.02,Month-to-month,Electronic check,Yes,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,1,7,5,Small (10-50),Retail,Yes
1513-XXXXX,Female,0,No,No,34,25.4,863.6,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,1,1,8,Micro (<10),Other,No
1514-XXXXX,Female,0,Yes,No,4,117.48,469.92,One year,Mailed check,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,0,2,11,Enterprise (1000+),Manufacturing,No
1515-XXXXX,Male,0,Yes,No,5,68.08,340.4,Two year,Credit card (automatic),Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,4,1,9,Micro (<10),Real Estate,No
1516-XXXXX,Male,1,No,No,43,23.29,1001.47,Two year,Bank transfer (automatic),Yes,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,1,4,4,Small (10-50),Manufacturing,No
1517-XXXXX,Female,0,Yes,No,4,79.34,317.36,Month-to-month,Bank transfer (automatic),No,Yes,No,No,No internet service,No,No,No internet service,Yes,No,1,10,9,Small (10-50),Retail,No
1518-XXXXX,Male,0,No,Yes,44,96.75,4257.0,One year,Credit card (automatic),No,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,1,12,7,Medium (51-250),Manufacturing,No
1519-XXXXX,Male,1,Yes,Yes,64,59.23,3790.72,One year,Electronic check,Yes,No,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,2,21,6,Large (251-1000),Technology,Yes
1520-XXXXX,Male,0,Yes,Yes,57,66.54,3792.78,Two year,Mailed check,Yes,Yes,No,No,No,Yes,No,No internet service,No,No internet service,0,24,9,Micro (<10),Other,No
1521-XXXXX,Female,0,No,No,50,88.66,4433.0,One year,Bank transfer (automatic),Yes,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,1,0,6,Micro (<10),Manufacturing,No
1522-XXXXX,Female,0,Yes,No,19,41.75,793.25,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,1,3,6,Micro (<10),Retail,No
1523-XXXXX,Female,1,No,No,47,78.32,3681.04,One year,Electronic check,No,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,1,15,7,Medium (51-250),Retail,No
1524-XXXXX,Female,0,Yes,No,13,81.66,1061.58,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,0,0,8,Small (10-50),Education,Yes
1525-XXXXX,Male,0,Yes,No,66,99.12,6541.92,One year,Electronic check,Yes,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,1,8,4,Large (251-1000),Real Estate,No
1526-XXXXX,Male,0,No,No,6,107.8,646.8,One year,Mailed check,Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,3,15,7,Medium (51-250),Healthcare,No
1527-XXXXX,Male,0,Yes,Yes,39,112.81,4399.59,Two year,Credit card (automatic),No,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,0,8,6,Medium (51-250),Media,No
1528-XXXXX,Male,1,No,No,35,30.95,1083.25,Month-to-month,Electronic check,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,0,24,10,Large (251-1000),Real Estate,No
1529-XXXXX,Male,0,No,No,5,100.28,501.4,Two year,Bank transfer (automatic),No,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,0,12,7,Medium (51-250),Media,No
1530-XXXXX,Male,0,No,No,13,86.13,1119.69,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,2,11,4,Micro (<10),Education,Yes
1531-XXXXX,Male,1,Yes,No,52,55.51,2886.52,One year,Electronic check,Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,1,1,7,Small (10-50),Consulting,No
1532-XXXXX,Female,0,Yes,No,43,110.99,4772.57,Two year,Electronic check,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,1,10,3,Small (10-50),Consulting,No
1533-XXXXX,Female,0,Yes,No,11,104.69,1151.59,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,1,8,7,Small (10-50),Manufacturing,No
1534-XXXXX,Male,0,No,No,10,96.07,960.7,One year,Mailed check,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,1,2,8,Medium (51-250),Healthcare,No
1535-XXXXX,Male,0,Yes,Yes,48,24.03,1153.44,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,0,0,4,Small (10-50),Manufacturing,No
1536-XXXXX,Female,0,Yes,No,48,36.04,1729.92,Two year,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,5,10,7,Large (251-1000),Technology,No
1537-XXXXX,Female,0,No,No,29,110.54,3205.66,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,0,15,9,Small (10-50),Media,Yes
1538-XXXXX,Female,0,Yes,No,1,116.96,116.96,Two year,Mailed check,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,8,7,Medium (51-250),Real Estate,No
1539-XXXXX,Male,0,No,No,2,46.12,92.24,Two year,Credit card (automatic),Yes,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,2,6,6,Large (251-1000),Education,No
1540-XXXXX,Female,0,Yes,No,11,46.13,507.43,One year,Mailed check,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,0,24,5,Medium (51-250),Technology,No
1541-XXXXX,Male,1,No,No,4,79.59,318.36,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,1,17,5,Medium (51-250),Healthcare,Yes
1542-XXXXX,Male,0,No,No,40,25.91,1036.4,One year,Credit card (automatic),No,Yes,No,DSL,Yes,No,No,No internet service,No,No,0,14,4,Micro (<10),Real Estate,No
1543-XXXXX,Male,0,Yes,Yes,28,78.08,2186.24,Month-to-month,Mailed check,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No internet service,0,0,8,Medium (51-250),Healthcare,No
1544-XXXXX,Male,0,No,No,15,115.6,1734.0,One year,Electronic check,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,2,8,7,Medium (51-250),Real Estate,No
1545-XXXXX,Male,0,No,Yes,43,48.09,2067.87,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,4,7,3,Micro (<10),Retail,No
1546-XXXXX,Male,0,Yes,No,51,92.9,4737.9,Month-to-month,Mailed check,No,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,0,24,8,Large (251-1000),Real Estate,No
1547-XXXXX,Female,0,No,No,12,71.0,852.0,Month-to-month,Mailed check,Yes,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,1,11,3,Micro (<10),Other,Yes
1548-XXXXX,Male,0,No,No,45,47.12,2120.4,One year,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,1,15,9,Large (251-1000),Healthcare,No
1549-XXXXX,Male,1,No,No,7,59.7,417.9,One year,Electronic check,Yes,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,2,2,7,Medium (51-250),Real Estate,No
1550-XXXXX,Male,0,No,No,43,73.63,3166.09,One year,Mailed check,No,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,1,21,4,Small (10-50),Retail,No
1551-XXXXX,Male,0,Yes,No,27,94.79,2559.33,Month-to-month,Credit card (automatic),No,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,1,8,11,Micro (<10),Education,Yes
1552-XXXXX,Male,0,Yes,No,8,72.6,580.8,Month-to-month,Electronic check,Yes,No,No phone service,No,No,No,Yes,No,No,No,1,8,7,Large (251-1000),Media,Yes
1553-XXXXX,Male,0,Yes,No,58,111.23,6451.34,Month-to-month,Credit card (automatic),Yes,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,2,3,5,Small (10-50),Education,No
1554-XXXXX,Male,0,Yes,Yes,13,30.0,390.0,One year,Electronic check,Yes,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,1,6,6,Micro (<10),Finance,No
1555-XXXXX,Female,0,Yes,No,57,114.5,6526.5,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,4,4,6,Small (10-50),Finance,Yes
1556-XXXXX,Female,0,Yes,No,26,73.59,1913.34,One year,Mailed check,Yes,Yes,No,No,No,No internet service,No,No,Yes,Yes,1,0,8,Medium (51-250),Real Estate,No
1557-XXXXX,Male,0,Yes,No,49,57.63,2823.87,Month-to-month,Mailed check,Yes,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No,1,1,6,Small (10-50),Media,No
1558-XXXXX,Female,0,No,No,51,25.89,1320.39,Two year,Mailed check,Yes,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,3,14,7,Small (10-50),Manufacturing,No
1559-XXXXX,Female,0,Yes,Yes,31,48.02,1488.62,Month-to-month,Electronic check,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,1,0,9,Small (10-50),Retail,No
1560-XXXXX,Female,1,No,No,48,62.26,2988.48,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,2,19,8,Large (251-1000),Education,Yes
1561-XXXXX,Female,0,No,No,32,112.43,3597.76,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,2,4,4,Small (10-50),Education,No
1562-XXXXX,Female,0,No,No,44,94.27,4147.88,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,0,9,4,Micro (<10),Finance,No
1563-XXXXX,Female,0,Yes,No,16,24.18,386.88,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,2,11,9,Large (251-1000),Manufacturing,No
1564-XXXXX,Female,0,No,Yes,31,51.2,1587.2,Two year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,2,5,8,Micro (<10),Finance,No
1565-XXXXX,Male,0,No,No,10,67.64,676.4,One year,Electronic check,No,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,0,10,10,Enterprise (1000+),Real Estate,Yes
1566-XXXXX,Male,0,No,No,30,103.68,3110.4,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,2,4,8,Large (251-1000),Healthcare,No
1567-XXXXX,Male,0,Yes,No,1,96.28,96.28,Two year,Mailed check,No,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,0,0,6,Micro (<10),Real Estate,No
1568-XXXXX,Male,0,Yes,Yes,29,39.97,1159.13,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,No internet service,0,17,9,Large (251-1000),Other,No
1569-XXXXX,Male,0,No,Yes,62,23.32,1445.84,One year,Mailed check,Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,5,24,3,Small (10-50),Technology,Yes
1570-XXXXX,Male,0,Yes,No,26,31.55,820.3,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,1,13,8,Large (251-1000),Retail,No
1571-XXXXX,Female,0,No,No,36,68.83,2477.88,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,2,4,4,Medium (51-250),Education,No
1572-XXXXX,Female,0,No,No,62,27.28,1691.36,One year,Mailed check,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0,0,6,Large (251-1000),Manufacturing,No
1573-XXXXX,Female,0,No,Yes,0,43.35,0.0,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,1,7,8,Medium (51-250),Healthcare,Yes
1574-XXXXX,Male,0,No,No,48,100.8,4838.4,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,0,7,6,Large (251-1000),Media,No
1575-XXXXX,Male,0,No,No,38,58.65,2228.7,One year,Electronic check,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,0,23,9,Small (10-50),Manufacturing,No
1576-XXXXX,Female,0,No,No,25,118.36,2959.0,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,1,0,5,Large (251-1000),Media,Yes
1577-XXXXX,Female,1,No,No,18,94.23,1696.14,Two year,Electronic check,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,1,16,6,Micro (<10),Technology,No
1578-XXXXX,Female,0,Yes,Yes,43,44.87,1929.41,One year,Mailed check,Yes,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,1,1,5,Small (10-50),Manufacturing,No
1579-XXXXX,Female,0,No,Yes,31,19.01,589.31,Month-to-month,Credit card (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,0,9,6,Large (251-1000),Education,No
1580-XXXXX,Female,0,No,Yes,28,71.23,1994.44,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,3,16,7,Large (251-1000),Real Estate,No
1581-XXXXX,Male,0,No,No,49,89.19,4370.31,Two year,Electronic check,Yes,Yes,No,No,Yes,No,No,No,Yes,No,0,2,5,Micro (<10),Healthcare,No
1582-XXXXX,Male,0,Yes,No,29,65.45,1898.05,Month-to-month,Mailed check,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,1,7,6,Small (10-50),Real Estate,No
1583-XXXXX,Male,0,Yes,Yes,59,109.35,6451.65,Month-to-month,Bank transfer (automatic),No,Yes,No,DSL,No,No,No,No,No,No internet service,0,3,7,Small (10-50),Retail,No
1584-XXXXX,Female,1,No,No,20,95.43,1908.6,One year,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,0,7,7,Small (10-50),Media,No
1585-XXXXX,Female,0,Yes,No,51,70.54,3597.54,Two year,Mailed check,Yes,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,1,3,5,Small (10-50),Finance,No
1586-XXXXX,Male,1,No,No,41,20.15,826.15,Month-to-month,Electronic check,No,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,2,16,7,Large (251-1000),Finance,No
1587-XXXXX,Female,0,No,No,65,52.24,3395.6,One year,Credit card (automatic),No,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,1,9,6,Medium (51-250),Education,No
1588-XXXXX,Male,0,Yes,No,29,67.94,1970.26,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,5,16,9,Small (10-50),Real Estate,No
1589-XXXXX,Male,0,Yes,Yes,17,43.4,737.8,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,3,8,7,Micro (<10),Education,Yes
1590-XXXXX,Male,0,No,No,29,102.43,2970.47,One year,Mailed check,Yes,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,2,1,5,Small (10-50),Media,No
1591-XXXXX,Male,0,Yes,No,48,60.91,2923.68,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,1,1,5,Small (10-50),Real Estate,No
1592-XXXXX,Female,0,No,No,31,38.73,1200.63,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,3,4,7,Small (10-50),Finance,Yes
1593-XXXXX,Male,0,No,Yes,64,96.55,6179.2,One year,Electronic check,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,3,1,5,Micro (<10),Technology,No
1594-XXXXX,Female,0,No,No,11,79.38,873.18,Month-to-month,Electronic check,No,Yes,Yes,DSL,No,No,No,No,Yes,No,1,7,5,Large (251-1000),Media,No
1595-XXXXX,Female,0,Yes,No,22,38.06,837.32,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,0,6,10,Micro (<10),Retail,No
1596-XXXXX,Male,0,Yes,No,71,71.79,5097.09,Two year,Credit card (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,9,6,Medium (51-250),Technology,No
1597-XXXXX,Male,0,No,Yes,58,88.05,5106.9,One year,Electronic check,Yes,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,3,3,6,Small (10-50),Manufacturing,Yes
1598-XXXXX,Female,1,Yes,No,5,63.32,316.6,One year,Mailed check,Yes,Yes,No,DSL,Yes,No,No,No,No,No internet service,1,5,6,Micro (<10),Retail,No
1599-XXXXX,Male,0,Yes,Yes,68,48.64,3307.52,Two year,Bank transfer (automatic),No,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,1,18,8,Enterprise (1000+),Consulting,No
1600-XXXXX,Female,0,No,No,31,87.56,2714.36,One year,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No,No,No,No,No,1,9,8,Medium (51-250),Retail,No
1601-XXXXX,Male,0,Yes,Yes,47,87.32,4104.04,One year,Mailed check,No,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,1,4,6,Small (10-50),Consulting,No
1602-XXXXX,Female,0,Yes,No,1,19.95,19.95,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,0,0,6,Medium (51-250),Manufacturing,No
1603-XXXXX,Female,0,No,Yes,11,41.78,459.58,Two year,Electronic check,No,Yes,Yes,No,Yes,No,No,No,No internet service,No,1,1,6,Small (10-50),Retail,No
1604-XXXXX,Male,0,Yes,No,50,83.2,4160.0,Month-to-month,Electronic check,Yes,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,1,4,9,Micro (<10),Real Estate,No
1605-XXXXX,Male,0,Yes,No,19,40.78,774.82,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,1,16,6,Micro (<10),Consulting,No
1606-XXXXX,Female,0,Yes,No,8,115.0,920.0,One year,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,2,1,6,Medium (51-250),Education,Yes
1607-XXXXX,Male,0,No,Yes,49,34.61,1695.89,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,1,14,7,Small (10-50),Education,Yes
1608-XXXXX,Male,1,No,Yes,15,93.45,1401.75,Month-to-month,Credit card (automatic),No,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,1,2,6,Small (10-50),Manufacturing,Yes
1609-XXXXX,Male,1,No,Yes,63,118.58,7470.54,One year,Electronic check,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0,4,7,Micro (<10),Retail,No
1610-XXXXX,Male,0,No,Yes,13,53.08,690.04,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,2,4,6,Small (10-50),Manufacturing,No
1611-XXXXX,Female,0,Yes,No,1,78.86,78.86,Two year,Mailed check,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,1,0,4,Medium (51-250),Real Estate,Yes
1612-XXXXX,Female,0,No,No,28,28.87,808.36,Two year,Electronic check,No,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,1,12,8,Micro (<10),Retail,No
1613-XXXXX,Male,0,Yes,No,23,80.74,1857.02,One year,Credit card (automatic),No,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,2,1,7,Medium (51-250),Retail,No
1614-XXXXX,Female,0,No,No,46,117.5,5405.0,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,0,7,7,Micro (<10),Other,No
1615-XXXXX,Male,0,No,No,17,116.02,1972.34,One year,Credit card (automatic),Yes,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,0,9,9,Enterprise (1000+),Consulting,No
1616-XXXXX,Male,0,Yes,No,71,59.63,4233.73,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,2,5,9,Enterprise (1000+),Consulting,No
1617-XXXXX,Female,0,No,No,30,100.72,3021.6,One year,Mailed check,Yes,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,1,1,7,Medium (51-250),Healthcare,No
1618-XXXXX,Female,0,No,No,51,101.32,5167.32,Month-to-month,Electronic check,Yes,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,0,5,6,Small (10-50),Consulting,No
1619-XXXXX,Male,1,Yes,No,56,51.14,2863.84,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,1,0,6,Small (10-50),Retail,No
1620-XXXXX,Male,1,No,Yes,64,100.94,6460.16,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0,6,4,Micro (<10),Finance,No
1621-XXXXX,Female,0,No,No,36,34.57,1244.52,Two year,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,0,9,8,Large (251-1000),Real Estate,No
1622-XXXXX,Female,0,Yes,No,16,116.63,1866.08,Month-to-month,Electronic check,Yes,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,0,4,7,Small (10-50),Education,Yes
1623-XXXXX,Male,0,Yes,No,37,105.1,3888.7,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,3,6,6,Small (10-50),Consulting,No
1624-XXXXX,Male,0,No,No,31,69.56,2156.36,Month-to-month,Mailed check,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,11,8,Large (251-1000),Real Estate,Yes
1625-XXXXX,Female,0,Yes,Yes,44,56.97,2506.68,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,0,8,8,Micro (<10),Real Estate,No
1626-XXXXX,Male,1,Yes,No,17,113.32,1926.44,Two year,Mailed check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,1,0,7,Medium (51-250),Real Estate,No
